class	url	experimental	unstable	obsolete	deprecated	description
RTCTrackEvent	/en-US/docs/Web/API/RTCTrackEvent	false	false	false	false	The WebRTC API interface RTCTrackEvent represents the track event, which is sent when a new MediaStreamTrack is added to an RTCRtpReceiver which is part of the RTCPeerConnection.
RTCTrackEventInit	/en-US/docs/Web/API/RTCTrackEventInit	false	false	false	false	The WebRTC API's RTCTrackEventInit dictionary is used to provide information describing an RTCTrackEvent when instantiating a new track event using new RTCTrackEvent().
RadioNodeList	/en-US/docs/Web/API/RadioNodeList	false	false	false	false	The RadioNodeList interface represents a collection of radio elements in a <form> or a <fieldset> element.
Range	/en-US/docs/Web/API/Range	false	false	false	false	The Range interface represents a fragment of a document that can contain nodes and parts of text nodes.
ReadableByteStreamController	/en-US/docs/Web/API/ReadableByteStreamController	true	false	false	false	The ReadableByteStreamController interface of the Streams API represents a controller allowing control of a ReadableStream's state and internal queue. Byte stream controllers are for byte streams.
ReadableStream	/en-US/docs/Web/API/ReadableStream	false	false	false	false	The ReadableStream interface of the Streams API represents a readable stream of byte data. The Fetch API offers a concrete instance of a ReadableStream through the body property of a Response object.
ReadableStreamBYOBReader	/en-US/docs/Web/API/ReadableStreamBYOBReader	true	false	false	false	The ReadableStreamBYOBReader interface of the Streams API represents a BYOB ("bring your own buffer") reader that can be used to read stream data supplied by the developer (e.g. a custom ReadableStream() constructor).
ReadableStreamBYOBRequest	/en-US/docs/Web/API/ReadableStreamBYOBRequest	true	false	false	false	The ReadableStreamBYOBRequest interface of the Streams API represents a pull request into a ReadableByteStreamController view.
ReadableStreamDefaultController	/en-US/docs/Web/API/ReadableStreamDefaultController	false	false	false	false	The ReadableStreamDefaultController interface of the Streams API represents a controller allowing control of a ReadableStream's state and internal queue. Default controllers are for streams that are not byte streams. 
ReadableStreamDefaultReader	/en-US/docs/Web/API/ReadableStreamDefaultReader	false	false	false	false	The ReadableStreamDefaultReader interface of the Streams API represents a default reader that can be used to read stream data supplied from a network (e.g. a fetch request). 
RelativeOrientationSensor	/en-US/docs/Web/API/RelativeOrientationSensor	false	false	false	false	The RelativeOrientationSensor interface of the the Sensor APIs describes the device's physical orientation without regard to the Earth's reference coordinate system. 
RenderingContext	/en-US/docs/Web/API/RenderingContext	false	false	false	false	RenderingContext is a WebIDL typedef which can refer to any one of the interfaces that represent a graphics rendering context within a <canvas> element: CanvasRenderingContext2D, WebGLRenderingContext, or WebGL2RenderingContext.
Report	/en-US/docs/Web/API/Report	true	false	false	false	The Report interface of the Reporting API represents a single report.
ReportingObserver	/en-US/docs/Web/API/ReportingObserver	true	false	false	false	The ReportingObserver interface of the Reporting API allows you to collect and access reports.
ReportingObserverOptions	/en-US/docs/Web/API/ReportingObserverOptions	true	false	false	false	The ReportingObserverOptions dictionary of the Reporting API allows options to be set in the constructor when creating a ReportingObserver.
Request	/en-US/docs/Web/API/Request	false	false	false	false	The Request interface of the Fetch API represents a resource request.
RequestDestination	/en-US/docs/Web/API/RequestDestination	false	false	false	false	The RequestDestination enumerated type contains the permitted values for a request's destination. These string values indicate potential types of content that a request may try to retrieve.
ResizeObserver	/en-US/docs/Web/API/ResizeObserver	true	false	false	false	The ResizeObserver interface reports changes to the dimensions of an Element's content or border box, or the bounding box of an SVGElement.
ResizeObserverEntry	/en-US/docs/Web/API/ResizeObserverEntry	false	false	false	false	The ResizeObserverEntry interface represents the object passed to the ResizeObserver() constructor's callback function, which allows you to access the new dimensions of the Element or SVGElement being observed.
Response	/en-US/docs/Web/API/Response	true	false	false	false	The Response interface of the Fetch API represents the response to a request.
RsaHashedImportParams	/en-US/docs/Web/API/RsaHashedImportParams	false	false	false	false	The RsaHashedImportParams dictionary of the Web Crypto API represents the object that should be passed as the algorithm parameter into SubtleCrypto.importKey() or SubtleCrypto.unwrapKey(), when importing any RSA-based key pair: that is, when the algorithm is identified as any of RSASSA-PKCS1-v1_5, RSA-PSS, or RSA-OAEP.
RsaHashedKeyGenParams	/en-US/docs/Web/API/RsaHashedKeyGenParams	false	false	false	false	The RsaHashedKeyGenParams dictionary of the Web Crypto API represents the object that should be passed as the algorithm parameter into SubtleCrypto.generateKey(), when generating any RSA-based key pair: that is, when the algorithm is identified as any of RSASSA-PKCS1-v1_5, RSA-PSS, or RSA-OAEP.
RsaOaepParams	/en-US/docs/Web/API/RsaOaepParams	false	false	false	false	The RsaOaepParams dictionary of the Web Crypto API represents the object that should be passed as the algorithm parameter into SubtleCrypto.encrypt(), SubtleCrypto.decrypt(), SubtleCrypto.wrapKey(), or SubtleCrypto.unwrapKey(), when using the RSA_OAEP algorithm.
RsaPssParams	/en-US/docs/Web/API/RsaPssParams	false	false	false	false	The RsaPssParams dictionary of the Web Crypto API represents the object that should be passed as the algorithm parameter into SubtleCrypto.sign() or SubtleCrypto.verify(), when using the RSA-PSS algorithm.
SVGAElement	/en-US/docs/Web/API/SVGAElement	false	false	false	false	The SVGAElement interface provides access to the properties of <a> element, as well as methods to manipulate them.
SVGAltGlyphDefElement	/en-US/docs/Web/API/SVGAltGlyphDefElement	false	false	false	true	The SVGAltGlyphDefElement interface corresponds to the <altGlyphDef> element.
SVGAltGlyphElement	/en-US/docs/Web/API/SVGAltGlyphElement	false	false	false	true	The SVGAltGlyphElement interface represents an <altglyph> element. This interface makes it possible to implement more sophisticated and particular glyph characters. For some textal representations as: ligatures (e.g. æ, ß, etc ), special-purpose fonts (e.g. musical symbols) or even alternate glyphs such as Asian text strings it is required that a different set of glyphs be used than the normal given character data.
SVGAltGlyphItemElement	/en-US/docs/Web/API/SVGAltGlyphItemElement	false	false	false	true	The SVGAltGlyphItemElement interface corresponds to the <altGlyphItem> element.
SVGAngle	/en-US/docs/Web/API/SVGAngle	false	false	false	false	The SVGAngle interface is used to represent a value that can be an <angle> or <number> value. An SVGAngle reflected through the animVal attribute is always read only.
SVGAnimateColorElement	/en-US/docs/Web/API/SVGAnimateColorElement	false	false	false	true	The SVGAnimateColorElement interface corresponds to the <animateColor> element.
SVGAnimateElement	/en-US/docs/Web/API/SVGAnimateElement	false	false	false	false	The SVGAnimateElement interface corresponds to the <animate> element.
SVGAnimateMotionElement	/en-US/docs/Web/API/SVGAnimateMotionElement	false	false	false	false	The SVGAnimateMotionElement interface corresponds to the <animateMotion> element.
SVGAnimateTransformElement	/en-US/docs/Web/API/SVGAnimateTransformElement	false	false	false	false	The SVGAnimateTransformElement interface corresponds to the <animateTransform> element.
SVGAnimatedAngle	/en-US/docs/Web/API/SVGAnimatedAngle	false	false	false	false	The SVGAnimatedAngle interface is used for attributes of basic type <angle> which can be animated.
